,id,user,transaction type,category,amount,send to,withdraw from,deposit from,timestamp
373,373,0752221556,deposit,,35949.1,,,0773315944,2019-02-03 00:20:56
374,374,0762910555,deposit,,382960.89,,,0773702333,2019-06-06 01:11:51
375,375,0777920039,send,,35355.17,0752457103,,,2019-07-02 13:04:54
376,376,0777920039,fees,,208013.53,,,,2018-11-13 23:39:13
377,377,0762910555,withdraw,,121615.81,,0777920039,,2018-02-09 08:02:07
378,378,0762958754,deposit,,32367.98,,,0770122536,2019-09-01 09:02:22
379,379,0770122536,paybill,water,55523.95,,,,2018-07-30 07:16:45
380,380,0780835457,send,,324710.93,0766738417,,,2018-11-16 21:18:06
381,381,0770593319,paybill,donation,241145.17,,,,2018-12-03 12:39:09
382,382,0760497600,withdraw,,137255.72,,0766738417,,2020-07-11 20:05:38
383,383,0773315944,send,,7187.62,0773315944,,,2018-09-17 21:37:29
384,384,0774892352,fees,,106142.23,,,,2018-06-27 10:22:20
385,385,0760497600,deposit,,24333.56,,,0777920039,2018-06-20 10:05:49
386,386,0785128460,buy,data,67257.03,,,,2019-02-15 12:38:24
387,387,0770593319,deposit,,255774.21,,,0770593319,2018-07-11 21:07:21
388,388,0752613667,send,,81593.36,0766738417,,,2020-09-12 19:14:23
389,389,0752457103,buy,airtime,58723.25,,,,2020-08-16 14:13:48
390,390,0770122536,send,,85021.2,0759263249,,,2018-05-08 07:54:25
391,391,0752457103,deposit,,152695.45,,,0773702333,2018-12-11 02:19:11
392,392,0766738417,send,,39601.7,0752215126,,,2019-06-05 05:34:32
393,393,0770593319,fees,,70449.87,,,,2018-12-04 02:11:39
394,394,0774796872,buy,airtime,15397.92,,,,2020-10-04 21:48:19
395,395,0789123135,withdraw,,89515.16,,0789123135,,2018-07-10 12:06:45
396,396,0766738417,paybill,water,142441.14,,,,2018-07-02 01:03:47
397,397,0770593319,paybill,electricity,3886750.33,,,,2019-07-26 01:42:13
398,398,0773702333,paybill,water,73202.84,,,,2019-11-03 01:49:35
399,399,0773702333,withdraw,,208732.45,,0785128460,,2020-03-03 18:32:49
400,400,0789123135,withdraw,,98354.81,,0762910555,,2020-01-08 00:58:58
401,401,0766738417,send,,140739.49,0770593319,,,2018-04-25 15:40:20
402,402,0759263249,fees,,126306.98,,,,2018-02-08 20:23:46
403,403,0752457103,buy,data,132380.81,,,,2020-08-02 13:26:46
404,404,0762910555,send,,35752.71,0770593319,,,2018-05-05 01:10:51
405,405,0777920039,fees,,3644.0,,,,2019-04-28 12:02:16
406,406,0774892352,deposit,,56963.06,,,0752215126,2018-08-27 10:03:44
407,407,0777920039,deposit,,90764.58,,,0773315944,2019-02-12 05:52:37
408,408,0759263249,fees,,92549.56,,,,2020-09-08 07:16:00
409,409,0770122536,fees,,91769.37,,,,2018-02-27 14:28:38
410,410,0762910555,fees,,132186.58,,,,2019-02-12 00:22:08
411,411,0752221556,paybill,water,88288.0,,,,2020-08-24 08:42:26
412,412,0773315944,deposit,,1425563.12,,,0752215126,2020-10-08 05:24:33
413,413,0762958754,deposit,,77160.34,,,0759263249,2019-07-03 05:29:53
414,414,0752215126,withdraw,,132722.18,,0773702333,,2018-08-03 01:16:44
415,415,0789123135,buy,data,123899.18,,,,2018-07-20 14:08:06
416,416,0752457103,fees,,96791.89,,,,2020-06-02 22:06:03
417,417,0774796872,withdraw,,17929.45,,0777920039,,2018-12-12 18:02:42
418,418,0759263249,fees,,184451.7,,,,2020-04-25 22:02:06
419,419,0777920039,send,,126128.91,0760497600,,,2019-01-10 10:14:34
420,420,0766738417,fees,,8516.18,,,,2019-07-18 13:53:44
421,421,0774796872,send,,152202.87,0760497600,,,2019-06-08 14:24:05
422,422,0770593319,deposit,,141375.41,,,0752457103,2020-04-28 14:18:47
423,423,0752221556,deposit,,100909.18,,,0770593319,2018-12-15 23:12:43
424,424,0777920039,paybill,donation,37054.85,,,,2019-09-16 05:22:17
425,425,0785128460,paybill,water,104226.98,,,,2018-04-03 14:56:01
426,426,0752613667,paybill,tv,22829.69,,,,2019-06-19 14:09:34
427,427,0770593319,buy,data,4502.02,,,,2019-07-29 02:18:50
428,428,0752221556,send,,101676.25,0774892352,,,2019-04-25 12:55:06
429,429,0752457103,send,,75936.91,0752613667,,,2019-10-08 15:14:33
430,430,0773702333,fees,,110693.66,,,,2020-03-25 20:40:52
431,431,0774892352,paybill,tv,555658.24,,,,2019-10-08 13:17:46
432,432,0773702333,deposit,,190245.09,,,0785128460,2018-10-17 01:02:18
433,433,0760497600,buy,airtime,77912.41,,,,2018-09-15 08:04:25
434,434,0785128460,fees,,91.55,,,,2018-04-10 03:16:56
435,435,0789123135,buy,data,278982.0,,,,2019-08-18 09:24:45
436,436,0770593319,send,,84906.25,0752221556,,,2019-04-22 01:10:19
437,437,0752613667,withdraw,,132065.42,,0777920039,,2018-05-03 03:15:51
438,438,0752457103,deposit,,38108.08,,,0773702333,2018-11-28 06:27:23
439,439,0752613667,paybill,donation,92909.43,,,,2020-01-23 07:30:51
440,440,0789123135,withdraw,,93241.6,,0770593319,,2019-09-17 21:13:11
441,441,0762910555,withdraw,,67335.11,,0773702333,,2019-03-11 18:04:41
442,442,0752457103,withdraw,,31319.18,,0777920039,,2018-06-04 03:51:31
443,443,0780835457,paybill,water,9575.95,,,,2019-06-20 00:20:47
444,444,0752215126,send,,2598625.77,0766738417,,,2020-06-16 22:48:15
445,445,0785128460,fees,,6035.95,,,,2019-04-16 13:37:00
446,446,0752215126,buy,airtime,266129.48,,,,2020-03-08 13:44:21
447,447,0752221556,buy,data,46313.97,,,,2019-09-14 12:38:05
448,448,0774892352,buy,data,159543.67,,,,2018-04-15 01:53:08
449,449,0774796872,fees,,149571.79,,,,2018-12-05 12:49:00
450,450,0774796872,paybill,tv,229349.47,,,,2018-09-02 14:44:58
451,451,0752457103,fees,,76224.96,,,,2018-03-23 08:07:12
452,452,0785128460,send,,99495.3,0770122536,,,2019-06-24 00:31:22
453,453,0773315944,paybill,water,6511.48,,,,2020-07-06 17:51:15
454,454,0770593319,fees,,116147.0,,,,2019-07-04 10:23:22
455,455,0770122536,withdraw,,93298.81,,0762958754,,2019-08-11 20:18:02
456,456,0770122536,buy,airtime,225560.38,,,,2019-12-16 06:29:40
457,457,0770593319,paybill,tv,2861.82,,,,2020-01-29 10:03:01
458,458,0785128460,deposit,,854444.12,,,0785128460,2020-04-03 08:27:52
459,459,0760497600,fees,,65538.74,,,,2019-06-27 08:49:56
460,460,0759263249,buy,airtime,729013.95,,,,2019-05-01 06:18:05
461,461,0752215126,deposit,,306139.2,,,0780835457,2020-01-12 18:29:22
462,462,0766738417,paybill,water,117818.9,,,,2019-03-17 07:06:36
463,463,0752457103,withdraw,,3988185.62,,0774892352,,2020-05-08 06:01:28
464,464,0777920039,withdraw,,30721.78,,0773702333,,2018-01-24 02:38:25
465,465,0752215126,paybill,water,118307.76,,,,2019-10-31 12:05:25
466,466,0770122536,paybill,tv,16962.67,,,,2020-01-20 14:43:47
467,467,0777920039,paybill,electricity,101316.24,,,,2019-08-14 00:14:17
468,468,0752221556,paybill,tv,850.3,,,,2020-06-23 13:09:38
469,469,0774796872,send,,58020.56,0752215126,,,2020-09-02 10:42:11
470,470,0759263249,fees,,26783.73,,,,2019-11-21 10:04:27
471,471,0777920039,withdraw,,207722.43,,0752221556,,2019-05-04 00:19:43
472,472,0752215126,paybill,donation,75785.7,,,,2019-02-21 00:10:27
473,473,0789123135,withdraw,,346120.4,,0759263249,,2018-04-26 03:25:45
474,474,0785128460,deposit,,67305.72,,,0760497600,2019-01-14 14:41:20
475,475,0770122536,withdraw,,63501.16,,0752221556,,2020-04-04 19:27:22
476,476,0766738417,send,,126497.08,0774892352,,,2018-04-02 07:33:32
477,477,0752457103,deposit,,12787.95,,,0770593319,2020-08-08 22:47:34
478,478,0774796872,withdraw,,136320.28,,0785128460,,2020-05-15 08:05:46
479,479,0752613667,fees,,13137.75,,,,2018-04-03 18:27:50
480,480,0774892352,withdraw,,99965.8,,0752457103,,2018-03-06 03:26:25
481,481,0773702333,send,,88747.97,0789123135,,,2018-05-10 01:15:36
482,482,0780835457,send,,50099.83,0760497600,,,2020-08-10 11:31:09
483,483,0773315944,withdraw,,130263.86,,0777920039,,2019-04-14 23:06:10
484,484,0752215126,fees,,269602.06,,,,2018-03-07 08:37:20
485,485,0762958754,paybill,electricity,3978.66,,,,2019-08-17 20:02:33
486,486,0762910555,withdraw,,523081.22,,0762958754,,2020-06-19 17:27:18
487,487,0752215126,withdraw,,77071.72,,0760497600,,2019-09-06 09:54:09
488,488,0762958754,send,,55653.48,0774892352,,,2019-03-20 12:37:15
489,489,0777920039,fees,,792267.91,,,,2020-10-20 20:51:11
490,490,0752215126,send,,259444.98,0770122536,,,2019-03-07 04:16:59
491,491,0780835457,deposit,,103238.94,,,0770122536,2020-08-06 00:04:15
492,492,0762958754,buy,data,56510.14,,,,2019-04-09 03:15:49
493,493,0774796872,send,,573918.23,0770122536,,,2019-03-13 14:33:19
494,494,0752221556,buy,data,199102.76,,,,2019-01-11 20:43:00
495,495,0762910555,fees,,153477.06,,,,2020-06-18 10:30:16
496,496,0780835457,deposit,,110564.62,,,0762958754,2019-08-31 02:00:17
497,497,0766738417,buy,data,2917326.23,,,,2019-04-15 08:50:47
498,498,0780835457,withdraw,,32672.72,,0762958754,,2020-08-02 16:37:06
499,499,0759263249,withdraw,,132796.59,,0777920039,,2020-02-12 18:36:17
